,CRSArrTime,DayOfWeek,DayofMonth,Dest,DestUTC,Distance,FlightDate,FltTime,Marketing_Airline_Network,Month,OrgUTC,Origin,Quarter,Tail_Number,TaxiIn,TaxiOut,WheelsOff,WheelsOn,Year,fltID
28,1621.0,6.0,29.0,HNL,2020-03-01 00:35:00+00:00,4502.0,2020-02-29,0 days 09:37:00,DL,2.0,2020-02-29 14:58:00+00:00,ATL,1.0,N821NW,6.0,19.0,1117.0,1529.0,2020.0,90440.0
5,605.0,4.0,6.0,ATL,2020-02-07 10:00:00+00:00,4502.0,2020-02-06,0 days 08:30:00,DL,2.0,2020-02-07 01:30:00+00:00,HNL,1.0,N803NW,6.0,19.0,1649.0,554.0,2020.0,76381.0
188,1625.0,6.0,29.0,CVG,2020-02-29 20:30:00+00:00,373.0,2020-02-29,0 days 01:26:00,DL,2.0,2020-02-29 19:04:00+00:00,ATL,1.0,N839DN,4.0,15.0,1519.0,1626.0,2020.0,91936.0
189,2057.0,6.0,29.0,CVG,2020-03-01 00:48:00+00:00,373.0,2020-02-29,0 days 01:15:00,DL,2.0,2020-02-29 23:33:00+00:00,ATL,1.0,N308DE,4.0,9.0,1942.0,2044.0,2020.0,90278.0
190,2347.0,6.0,29.0,CVG,2020-03-01 03:48:00+00:00,373.0,2020-02-29,0 days 01:25:00,DL,2.0,2020-03-01 02:23:00+00:00,ATL,1.0,N3756,4.0,21.0,2244.0,2344.0,2020.0,92080.0
0,735.0,6.0,1.0,ATL,2020-02-01 11:22:00+00:00,373.0,2020-02-01,0 days 01:24:00,DL,2.0,2020-02-01 09:58:00+00:00,CVG,1.0,N306DQ,6.0,12.0,610.0,716.0,2020.0,49758.0
5,900.0,7.0,2.0,ATL,2020-02-02 12:52:00+00:00,373.0,2020-02-02,0 days 01:37:00,DL,2.0,2020-02-02 11:15:00+00:00,CVG,1.0,N373DA,7.0,22.0,737.0,845.0,2020.0,50175.0
15,2011.0,1.0,3.0,ATL,2020-02-04 00:25:00+00:00,373.0,2020-02-03,0 days 01:23:00,DL,2.0,2020-02-03 23:02:00+00:00,CVG,1.0,N3738B,5.0,8.0,1910.0,2020.0,2020.0,53623.0
207,1245.0,6.0,29.0,SLC,2020-02-29 18:37:00+00:00,1590.0,2020-02-29,0 days 04:08:00,DL,2.0,2020-02-29 14:29:00+00:00,ATL,1.0,N371DN,7.0,25.0,1054.0,1230.0,2020.0,91633.0
208,1429.0,6.0,29.0,SLC,2020-02-29 20:32:00+00:00,1590.0,2020-02-29,0 days 04:14:00,DL,2.0,2020-02-29 16:18:00+00:00,ATL,1.0,N174DZ,7.0,24.0,1242.0,1425.0,2020.0,91023.0
209,1607.0,6.0,29.0,SLC,2020-02-29 21:45:00+00:00,1590.0,2020-02-29,0 days 03:58:00,DL,2.0,2020-02-29 17:47:00+00:00,ATL,1.0,N586NW,6.0,18.0,1405.0,1539.0,2020.0,91248.0
210,1846.0,6.0,29.0,SLC,2020-03-01 00:34:00+00:00,1590.0,2020-02-29,0 days 04:05:00,DL,2.0,2020-02-29 20:29:00+00:00,ATL,1.0,N312DN,9.0,19.0,1648.0,1825.0,2020.0,91365.0
211,1944.0,6.0,29.0,SLC,2020-03-01 01:33:00+00:00,1590.0,2020-02-29,0 days 04:00:00,DL,2.0,2020-02-29 21:33:00+00:00,ATL,1.0,N353DN,7.0,10.0,1743.0,1926.0,2020.0,91493.0
212,2208.0,6.0,29.0,SLC,2020-03-01 03:47:00+00:00,1590.0,2020-02-29,0 days 03:59:00,DL,2.0,2020-02-29 23:48:00+00:00,ATL,1.0,N358DN,7.0,17.0,2005.0,2140.0,2020.0,91276.0
0,1229.0,6.0,1.0,ATL,2020-02-01 16:36:00+00:00,1590.0,2020-02-01,0 days 03:49:00,DL,2.0,2020-02-01 12:47:00+00:00,SLC,1.0,N582NW,4.0,34.0,721.0,1232.0,2020.0,49302.0
1,1405.0,6.0,1.0,ATL,2020-02-01 18:08:00+00:00,1590.0,2020-02-01,0 days 03:52:00,DL,2.0,2020-02-01 14:16:00+00:00,SLC,1.0,N914DU,5.0,29.0,845.0,1403.0,2020.0,48800.0
2,1527.0,6.0,1.0,ATL,2020-02-01 19:37:00+00:00,1590.0,2020-02-01,0 days 03:56:00,DL,2.0,2020-02-01 15:41:00+00:00,SLC,1.0,N553NW,10.0,34.0,1015.0,1527.0,2020.0,49414.0
18,1511.0,1.0,3.0,ATL,2020-02-03 21:35:00+00:00,1590.0,2020-02-03,0 days 05:01:00,DL,2.0,2020-02-03 16:34:00+00:00,SLC,1.0,N354DN,5.0,111.0,1225.0,1730.0,2020.0,54074.0
48,1511.0,5.0,7.0,ATL,2020-02-07 18:48:00+00:00,1590.0,2020-02-07,0 days 03:16:00,DL,2.0,2020-02-07 15:32:00+00:00,SLC,1.0,N332DN,5.0,14.0,946.0,1443.0,2020.0,93941.0
289,1320.0,6.0,29.0,LAX,2020-02-29 20:05:00+00:00,1947.0,2020-02-29,0 days 04:56:00,DL,2.0,2020-02-29 15:09:00+00:00,ATL,1.0,N380DN,9.0,23.0,1132.0,1256.0,2020.0,90805.0
290,1506.0,6.0,29.0,LAX,2020-02-29 21:53:00+00:00,1947.0,2020-02-29,0 days 04:45:00,DL,2.0,2020-02-29 17:08:00+00:00,ATL,1.0,N547US,9.0,12.0,1320.0,1444.0,2020.0,91379.0
291,1718.0,6.0,29.0,LAX,2020-02-29 23:59:00+00:00,1947.0,2020-02-29,0 days 04:47:00,DL,2.0,2020-02-29 19:12:00+00:00,ATL,1.0,N894DN,9.0,18.0,1530.0,1650.0,2020.0,90756.0
292,1952.0,6.0,29.0,LAX,2020-03-01 02:45:00+00:00,1947.0,2020-02-29,0 days 04:47:00,DL,2.0,2020-02-29 21:58:00+00:00,ATL,1.0,N706DN,8.0,20.0,1818.0,1937.0,2020.0,90162.0
293,2350.0,6.0,29.0,LAX,2020-03-01 06:47:00+00:00,1947.0,2020-02-29,0 days 04:47:00,DL,2.0,2020-03-01 02:00:00+00:00,ATL,1.0,N848DN,8.0,18.0,2218.0,2339.0,2020.0,92043.0
0,1324.0,6.0,1.0,ATL,2020-02-01 18:05:00+00:00,1947.0,2020-02-01,0 days 04:55:00,DL,2.0,2020-02-01 13:10:00+00:00,LAX,1.0,N539US,7.0,39.0,649.0,1358.0,2020.0,48365.0
1,1443.0,6.0,1.0,ATL,2020-02-01 19:02:00+00:00,1947.0,2020-02-01,0 days 04:18:00,DL,2.0,2020-02-01 14:44:00+00:00,LAX,1.0,N703DN,5.0,16.0,800.0,1457.0,2020.0,47994.0
2,1557.0,6.0,1.0,ATL,2020-02-01 20:12:00+00:00,1947.0,2020-02-01,0 days 04:29:00,DL,2.0,2020-02-01 15:43:00+00:00,LAX,1.0,N377DN,4.0,15.0,858.0,1608.0,2020.0,49130.0
3,1735.0,6.0,1.0,ATL,2020-02-01 22:13:00+00:00,1947.0,2020-02-01,0 days 04:37:00,DL,2.0,2020-02-01 17:36:00+00:00,LAX,1.0,N889DN,4.0,22.0,1058.0,1809.0,2020.0,48805.0
55,1740.0,4.0,6.0,ATL,2020-02-06 23:31:00+00:00,1947.0,2020-02-06,0 days 04:17:00,DL,2.0,2020-02-06 19:14:00+00:00,LAX,1.0,N367DN,9.0,12.0,1226.0,1922.0,2020.0,77133.0
470,1844.0,6.0,29.0,MCO,2020-02-29 22:52:00+00:00,404.0,2020-02-29,0 days 01:24:00,DL,2.0,2020-02-29 21:28:00+00:00,ATL,1.0,N819DX,8.0,11.0,1739.0,1844.0,2020.0,90365.0
471,1955.0,6.0,29.0,MCO,2020-02-29 23:43:00+00:00,404.0,2020-02-29,0 days 01:25:00,DL,2.0,2020-02-29 22:18:00+00:00,ATL,1.0,N665DN,11.0,17.0,1835.0,1932.0,2020.0,90487.0
472,2106.0,6.0,29.0,MCO,2020-03-01 01:03:00+00:00,404.0,2020-02-29,0 days 01:30:00,DL,2.0,2020-02-29 23:33:00+00:00,ATL,1.0,N552NW,15.0,15.0,1948.0,2048.0,2020.0,91515.0
473,2208.0,6.0,29.0,MCO,2020-03-01 01:56:00+00:00,404.0,2020-02-29,0 days 01:24:00,DL,2.0,2020-03-01 00:32:00+00:00,ATL,1.0,N6715C,13.0,14.0,2046.0,2143.0,2020.0,90698.0
474,2307.0,6.0,29.0,MCO,2020-03-01 03:36:00+00:00,404.0,2020-02-29,0 days 01:20:00,DL,2.0,2020-03-01 02:16:00+00:00,ATL,1.0,N596NW,8.0,14.0,2230.0,2328.0,2020.0,90943.0
475,8.0,6.0,29.0,MCO,2020-03-01 05:22:00+00:00,404.0,2020-02-29,0 days 02:46:00,DL,2.0,2020-03-01 02:36:00+00:00,ATL,1.0,N538US,8.0,39.0,2315.0,14.0,2020.0,91081.0
0,734.0,6.0,1.0,ATL,2020-02-01 11:26:00+00:00,404.0,2020-02-01,0 days 01:30:00,DL,2.0,2020-02-01 09:56:00+00:00,MCO,1.0,N6703D,8.0,20.0,616.0,718.0,2020.0,49594.0
1,857.0,6.0,1.0,ATL,2020-02-01 13:05:00+00:00,404.0,2020-02-01,0 days 01:54:00,DL,2.0,2020-02-01 11:11:00+00:00,MCO,1.0,N556NW,8.0,42.0,753.0,857.0,2020.0,49905.0
2,929.0,6.0,1.0,ATL,2020-02-01 13:18:00+00:00,404.0,2020-02-01,0 days 01:38:00,DL,2.0,2020-02-01 11:40:00+00:00,MCO,1.0,N676DL,14.0,21.0,801.0,904.0,2020.0,49745.0
3,1003.0,6.0,1.0,ATL,2020-02-01 14:01:00+00:00,404.0,2020-02-01,0 days 01:47:00,DL,2.0,2020-02-01 12:14:00+00:00,MCO,1.0,N6701,13.0,24.0,838.0,948.0,2020.0,48450.0
4,1102.0,6.0,1.0,ATL,2020-02-01 14:49:00+00:00,404.0,2020-02-01,0 days 01:25:00,DL,2.0,2020-02-01 13:24:00+00:00,MCO,1.0,N537US,11.0,12.0,936.0,1038.0,2020.0,48059.0
45,2121.0,1.0,3.0,ATL,2020-02-04 01:05:00+00:00,404.0,2020-02-03,0 days 01:20:00,DL,2.0,2020-02-03 23:45:00+00:00,MCO,1.0,N557NW,6.0,13.0,1958.0,2059.0,2020.0,52340.0
288,1441.0,6.0,29.0,BOS,2020-02-29 18:39:00+00:00,946.0,2020-02-29,0 days 02:26:00,DL,2.0,2020-02-29 16:13:00+00:00,ATL,1.0,N352DN,6.0,18.0,1231.0,1433.0,2020.0,92005.0
289,1901.0,6.0,29.0,BOS,2020-02-29 22:56:00+00:00,946.0,2020-02-29,0 days 02:28:00,DL,2.0,2020-02-29 20:28:00+00:00,ATL,1.0,N333DX,5.0,15.0,1643.0,1851.0,2020.0,91262.0
290,2020.0,6.0,29.0,BOS,2020-03-01 00:09:00+00:00,946.0,2020-02-29,0 days 02:21:00,DL,2.0,2020-02-29 21:48:00+00:00,ATL,1.0,N305DN,6.0,12.0,1800.0,2003.0,2020.0,91823.0
291,2225.0,6.0,29.0,BOS,2020-03-01 02:37:00+00:00,946.0,2020-02-29,0 days 02:44:00,DL,2.0,2020-02-29 23:53:00+00:00,ATL,1.0,N6711M,23.0,20.0,2013.0,2214.0,2020.0,91512.0
292,13.0,6.0,29.0,BOS,2020-03-01 05:08:00+00:00,946.0,2020-02-29,0 days 03:24:00,DL,2.0,2020-03-01 01:44:00+00:00,ATL,1.0,N684DA,9.0,12.0,2156.0,2359.0,2020.0,91667.0
0,851.0,6.0,1.0,ATL,2020-02-01 12:40:00+00:00,946.0,2020-02-01,0 days 02:57:00,DL,2.0,2020-02-01 09:43:00+00:00,BOS,1.0,N394DL,10.0,18.0,601.0,830.0,2020.0,49585.0
1,1057.0,6.0,1.0,ATL,2020-02-01 14:55:00+00:00,946.0,2020-02-01,0 days 02:53:00,DL,2.0,2020-02-01 12:02:00+00:00,BOS,1.0,N693DL,7.0,22.0,824.0,1048.0,2020.0,49647.0
2,1300.0,6.0,1.0,ATL,2020-02-01 16:47:00+00:00,946.0,2020-02-01,0 days 02:50:00,DL,2.0,2020-02-01 13:57:00+00:00,BOS,1.0,N680DA,5.0,19.0,1016.0,1242.0,2020.0,48214.0
14,2143.0,7.0,2.0,ATL,2020-02-03 01:27:00+00:00,946.0,2020-02-02,0 days 02:43:00,DL,2.0,2020-02-02 22:44:00+00:00,BOS,1.0,N305DN,8.0,23.0,1907.0,2119.0,2020.0,51739.0
26,2319.0,1.0,3.0,ATL,2020-02-04 03:00:00+00:00,946.0,2020-02-03,0 days 02:38:00,DL,2.0,2020-02-04 00:22:00+00:00,BOS,1.0,N374DX,5.0,16.0,2038.0,2255.0,2020.0,54348.0
260,1259.0,6.0,29.0,EWR,2020-02-29 17:04:00+00:00,746.0,2020-02-29,0 days 02:16:00,DL,2.0,2020-02-29 14:48:00+00:00,ATL,1.0,N945AT,4.0,26.0,1114.0,1300.0,2020.0,91805.0
261,1530.0,6.0,29.0,EWR,2020-02-29 19:31:00+00:00,746.0,2020-02-29,0 days 02:12:00,DL,2.0,2020-02-29 17:19:00+00:00,ATL,1.0,N856DN,7.0,16.0,1335.0,1524.0,2020.0,91377.0
262,1714.0,6.0,29.0,EWR,2020-02-29 20:59:00+00:00,746.0,2020-02-29,0 days 02:01:00,DL,2.0,2020-02-29 18:58:00+00:00,ATL,1.0,N309DE,6.0,12.0,1510.0,1653.0,2020.0,91044.0
263,2100.0,6.0,29.0,EWR,2020-03-01 00:53:00+00:00,746.0,2020-02-29,0 days 02:10:00,DL,2.0,2020-02-29 22:43:00+00:00,ATL,1.0,N978AT,9.0,13.0,1856.0,2044.0,2020.0,91247.0
264,2357.0,6.0,29.0,EWR,2020-03-01 03:50:00+00:00,746.0,2020-02-29,0 days 02:06:00,DL,2.0,2020-03-01 01:44:00+00:00,ATL,1.0,N897DN,6.0,14.0,2158.0,2344.0,2020.0,91759.0
0,900.0,6.0,1.0,ATL,2020-02-01 12:50:00+00:00,746.0,2020-02-01,0 days 02:24:00,DL,2.0,2020-02-01 10:26:00+00:00,EWR,1.0,N860DN,10.0,15.0,641.0,840.0,2020.0,49468.0
1,1100.0,6.0,1.0,ATL,2020-02-01 14:50:00+00:00,746.0,2020-02-01,0 days 02:27:00,DL,2.0,2020-02-01 12:23:00+00:00,EWR,1.0,N856DN,10.0,18.0,841.0,1040.0,2020.0,49591.0
2,1258.0,6.0,1.0,ATL,2020-02-01 16:50:00+00:00,746.0,2020-02-01,0 days 02:26:00,DL,2.0,2020-02-01 14:24:00+00:00,EWR,1.0,N822DN,14.0,13.0,1037.0,1236.0,2020.0,49368.0
9,1414.0,7.0,2.0,ATL,2020-02-02 17:47:00+00:00,746.0,2020-02-02,0 days 02:04:00,DL,2.0,2020-02-02 15:43:00+00:00,EWR,1.0,N981AT,5.0,15.0,1158.0,1342.0,2020.0,51772.0
53,2029.0,4.0,6.0,ATL,2020-02-07 02:47:00+00:00,746.0,2020-02-06,0 days 03:02:00,DL,2.0,2020-02-06 23:45:00+00:00,EWR,1.0,N308DE,22.0,14.0,1959.0,2225.0,2020.0,78608.0
200,1900.0,6.0,29.0,JFK,2020-02-29 22:57:00+00:00,760.0,2020-02-29,0 days 02:11:00,DL,2.0,2020-02-29 20:46:00+00:00,ATL,1.0,N709DN,21.0,14.0,1700.0,1836.0,2020.0,90161.0
201,2145.0,6.0,29.0,JFK,2020-03-01 02:00:00+00:00,760.0,2020-02-29,0 days 02:01:00,DL,2.0,2020-02-29 23:59:00+00:00,ATL,1.0,N6703D,3.0,17.0,2016.0,2157.0,2020.0,90920.0
202,2358.0,6.0,29.0,JFK,2020-03-01 05:17:00+00:00,760.0,2020-02-29,0 days 03:26:00,DL,2.0,2020-03-01 01:51:00+00:00,ATL,1.0,N319US,24.0,19.0,2210.0,2353.0,2020.0,91337.0
0,832.0,6.0,1.0,ATL,2020-02-01 12:28:00+00:00,760.0,2020-02-01,0 days 02:25:00,DL,2.0,2020-02-01 10:03:00+00:00,JFK,1.0,N808DN,6.0,14.0,617.0,822.0,2020.0,49428.0
1,1109.0,6.0,1.0,ATL,2020-02-01 16:04:00+00:00,760.0,2020-02-01,0 days 02:13:00,DL,2.0,2020-02-01 13:51:00+00:00,JFK,1.0,N704DK,4.0,16.0,1007.0,1200.0,2020.0,47991.0
6,2241.0,6.0,1.0,ATL,2020-02-02 02:01:00+00:00,760.0,2020-02-01,0 days 02:08:00,DL,2.0,2020-02-01 23:53:00+00:00,JFK,1.0,N6710E,7.0,17.0,2010.0,2154.0,2020.0,49360.0
397,1340.0,6.0,29.0,LGA,2020-02-29 17:34:00+00:00,762.0,2020-02-29,0 days 02:07:00,DL,2.0,2020-02-29 15:27:00+00:00,ATL,1.0,N364DX,7.0,16.0,1143.0,1327.0,2020.0,91760.0
398,1440.0,6.0,29.0,LGA,2020-02-29 18:39:00+00:00,762.0,2020-02-29,0 days 02:11:00,DL,2.0,2020-02-29 16:28:00+00:00,ATL,1.0,N385DZ,6.0,19.0,1247.0,1433.0,2020.0,91838.0
399,1653.0,6.0,29.0,LGA,2020-02-29 20:40:00+00:00,762.0,2020-02-29,0 days 02:02:00,DL,2.0,2020-02-29 18:38:00+00:00,ATL,1.0,N392DN,6.0,12.0,1450.0,1634.0,2020.0,91905.0
400,1844.0,6.0,29.0,LGA,2020-02-29 22:41:00+00:00,762.0,2020-02-29,0 days 02:00:00,DL,2.0,2020-02-29 20:41:00+00:00,ATL,1.0,N347DN,8.0,12.0,1653.0,1833.0,2020.0,92001.0
401,2044.0,6.0,29.0,LGA,2020-03-01 00:26:00+00:00,762.0,2020-02-29,0 days 01:56:00,DL,2.0,2020-02-29 22:30:00+00:00,ATL,1.0,N378DN,6.0,12.0,1842.0,2020.0,2020.0,91918.0
402,2338.0,6.0,29.0,LGA,2020-03-01 03:22:00+00:00,762.0,2020-02-29,0 days 01:55:00,DL,2.0,2020-03-01 01:27:00+00:00,ATL,1.0,N371DN,5.0,10.0,2137.0,2317.0,2020.0,92026.0
0,831.0,6.0,1.0,ATL,2020-02-01 12:13:00+00:00,762.0,2020-02-01,0 days 02:23:00,DL,2.0,2020-02-01 09:50:00+00:00,LGA,1.0,N357DN,6.0,14.0,604.0,807.0,2020.0,48745.0
1,933.0,6.0,1.0,ATL,2020-02-01 13:21:00+00:00,762.0,2020-02-01,0 days 02:25:00,DL,2.0,2020-02-01 10:56:00+00:00,LGA,1.0,N361DN,5.0,13.0,709.0,916.0,2020.0,49093.0
2,1139.0,6.0,1.0,ATL,2020-02-01 15:30:00+00:00,762.0,2020-02-01,0 days 02:35:00,DL,2.0,2020-02-01 12:55:00+00:00,LGA,1.0,N397DN,14.0,16.0,911.0,1116.0,2020.0,49812.0
3,1239.0,6.0,1.0,ATL,2020-02-01 16:36:00+00:00,762.0,2020-02-01,0 days 02:37:00,DL,2.0,2020-02-01 13:59:00+00:00,LGA,1.0,N386DN,6.0,29.0,1028.0,1230.0,2020.0,48813.0
75,1738.0,4.0,6.0,ATL,2020-02-06 21:40:00+00:00,762.0,2020-02-06,0 days 02:43:00,DL,2.0,2020-02-06 18:57:00+00:00,LGA,1.0,N314DN,5.0,27.0,1524.0,1735.0,2020.0,77653.0
81,2242.0,4.0,6.0,ATL,2020-02-07 03:32:00+00:00,762.0,2020-02-06,0 days 03:13:00,DL,2.0,2020-02-07 00:19:00+00:00,LGA,1.0,N305DN,8.0,26.0,2045.0,2324.0,2020.0,78509.0
295,1539.0,6.0,29.0,MSP,2020-02-29 20:43:00+00:00,907.0,2020-02-29,0 days 02:37:00,DL,2.0,2020-02-29 18:06:00+00:00,ATL,1.0,N329DN,5.0,12.0,1418.0,1538.0,2020.0,91522.0
296,1823.0,6.0,29.0,MSP,2020-02-29 23:14:00+00:00,907.0,2020-02-29,0 days 02:32:00,DL,2.0,2020-02-29 20:42:00+00:00,ATL,1.0,N670DN,3.0,15.0,1657.0,1811.0,2020.0,91108.0
297,1943.0,6.0,29.0,MSP,2020-03-01 00:31:00+00:00,907.0,2020-02-29,0 days 02:38:00,DL,2.0,2020-02-29 21:53:00+00:00,ATL,1.0,N398DA,4.0,16.0,1809.0,1927.0,2020.0,91369.0
298,2125.0,6.0,29.0,MSP,2020-03-01 02:28:00+00:00,907.0,2020-02-29,0 days 02:42:00,DL,2.0,2020-02-29 23:46:00+00:00,ATL,1.0,N3759,5.0,24.0,2010.0,2123.0,2020.0,91594.0
299,2358.0,6.0,29.0,MSP,2020-03-01 04:48:00+00:00,907.0,2020-02-29,0 days 02:30:00,DL,2.0,2020-03-01 02:18:00+00:00,ATL,1.0,N318DX,2.0,18.0,2236.0,2346.0,2020.0,90658.0
0,851.0,6.0,1.0,ATL,2020-02-01 12:54:00+00:00,907.0,2020-02-01,0 days 02:37:00,DL,2.0,2020-02-01 10:17:00+00:00,MSP,1.0,N6712B,11.0,22.0,539.0,843.0,2020.0,49163.0
1,1101.0,6.0,1.0,ATL,2020-02-01 14:38:00+00:00,907.0,2020-02-01,0 days 02:13:00,DL,2.0,2020-02-01 12:25:00+00:00,MSP,1.0,N365DN,4.0,17.0,742.0,1034.0,2020.0,48832.0
2,1219.0,6.0,1.0,ATL,2020-02-01 15:58:00+00:00,907.0,2020-02-01,0 days 02:15:00,DL,2.0,2020-02-01 13:43:00+00:00,MSP,1.0,N378DA,3.0,21.0,904.0,1155.0,2020.0,49024.0
5,1627.0,6.0,1.0,ATL,2020-02-01 19:56:00+00:00,907.0,2020-02-01,0 days 02:01:00,DL,2.0,2020-02-01 17:55:00+00:00,MSP,1.0,N3752,4.0,7.0,1302.0,1552.0,2020.0,48517.0
45,1630.0,3.0,5.0,ATL,2020-02-05 20:36:00+00:00,907.0,2020-02-05,0 days 02:36:00,DL,2.0,2020-02-05 18:00:00+00:00,MSP,1.0,N823DN,8.0,14.0,1314.0,1628.0,2020.0,73934.0
155,1107.0,6.0,29.0,SEA,2020-02-29 18:07:00+00:00,2182.0,2020-02-29,0 days 05:37:00,DL,2.0,2020-02-29 12:30:00+00:00,ATL,1.0,N822DX,7.0,22.0,852.0,1100.0,2020.0,90309.0
156,1440.0,6.0,29.0,SEA,2020-02-29 21:32:00+00:00,2182.0,2020-02-29,0 days 05:27:00,DL,2.0,2020-02-29 16:05:00+00:00,ATL,1.0,N820DX,6.0,14.0,1219.0,1426.0,2020.0,90962.0
157,1915.0,6.0,29.0,SEA,2020-03-01 02:02:00+00:00,2182.0,2020-02-29,0 days 05:21:00,DL,2.0,2020-02-29 20:41:00+00:00,ATL,1.0,N921DU,8.0,12.0,1653.0,1854.0,2020.0,90662.0
158,2147.0,6.0,29.0,SEA,2020-03-01 04:16:00+00:00,2182.0,2020-02-29,0 days 05:08:00,DL,2.0,2020-02-29 23:08:00+00:00,ATL,1.0,N1609,9.0,12.0,1920.0,2107.0,2020.0,90523.0
0,1357.0,6.0,1.0,ATL,2020-02-01 17:38:00+00:00,2182.0,2020-02-01,0 days 04:23:00,DL,2.0,2020-02-01 13:15:00+00:00,SEA,1.0,N822DX,7.0,18.0,633.0,1331.0,2020.0,48379.0
1,1555.0,6.0,1.0,ATL,2020-02-01 19:44:00+00:00,2182.0,2020-02-01,0 days 04:24:00,DL,2.0,2020-02-01 15:20:00+00:00,SEA,1.0,N823DX,4.0,19.0,839.0,1540.0,2020.0,48941.0
2,1728.0,6.0,1.0,ATL,2020-02-01 21:31:00+00:00,2182.0,2020-02-01,0 days 04:43:00,DL,2.0,2020-02-01 16:48:00+00:00,SEA,1.0,N1609,17.0,25.0,1013.0,1714.0,2020.0,49066.0
24,1913.0,3.0,5.0,ATL,2020-02-05 23:21:00+00:00,2182.0,2020-02-05,0 days 04:46:00,DL,2.0,2020-02-05 18:35:00+00:00,SEA,1.0,N684DA,8.0,20.0,1155.0,1913.0,2020.0,75837.0
295,1612.0,6.0,29.0,DTW,2020-02-29 20:12:00+00:00,594.0,2020-02-29,0 days 01:55:00,DL,2.0,2020-02-29 18:17:00+00:00,ATL,1.0,N315DN,6.0,14.0,1431.0,1606.0,2020.0,91634.0
296,1837.0,6.0,29.0,DTW,2020-02-29 22:37:00+00:00,594.0,2020-02-29,0 days 02:01:00,DL,2.0,2020-02-29 20:36:00+00:00,ATL,1.0,N346DN,8.0,13.0,1649.0,1829.0,2020.0,92171.0
297,1940.0,6.0,29.0,DTW,2020-02-29 23:54:00+00:00,594.0,2020-02-29,0 days 02:02:00,DL,2.0,2020-02-29 21:52:00+00:00,ATL,1.0,N334NW,6.0,18.0,1810.0,1948.0,2020.0,90455.0
298,17.0,6.0,29.0,DTW,2020-03-01 05:21:00+00:00,594.0,2020-02-29,0 days 02:57:00,DL,2.0,2020-03-01 02:24:00+00:00,ATL,1.0,N896DN,7.0,18.0,2242.0,14.0,2020.0,91242.0
0,840.0,6.0,1.0,ATL,2020-02-01 12:40:00+00:00,594.0,2020-02-01,0 days 02:15:00,DL,2.0,2020-02-01 10:25:00+00:00,DTW,1.0,N313DN,8.0,26.0,651.0,832.0,2020.0,48169.0
1,1111.0,6.0,1.0,ATL,2020-02-01 15:06:00+00:00,594.0,2020-02-01,0 days 02:12:00,DL,2.0,2020-02-01 12:54:00+00:00,DTW,1.0,N6706Q,6.0,33.0,927.0,1100.0,2020.0,49191.0
9,1204.0,7.0,2.0,ATL,2020-02-02 15:36:00+00:00,594.0,2020-02-02,0 days 01:42:00,DL,2.0,2020-02-02 13:54:00+00:00,DTW,1.0,N911DQ,4.0,14.0,1008.0,1132.0,2020.0,50961.0
11,1422.0,7.0,2.0,ATL,2020-02-02 17:58:00+00:00,594.0,2020-02-02,0 days 01:44:00,DL,2.0,2020-02-02 16:14:00+00:00,DTW,1.0,N377NW,4.0,11.0,1225.0,1354.0,2020.0,51884.0
302,1714.0,6.0,29.0,MIA,2020-02-29 21:10:00+00:00,594.0,2020-02-29,0 days 01:49:00,DL,2.0,2020-02-29 19:21:00+00:00,ATL,1.0,N359NW,8.0,18.0,1539.0,1702.0,2020.0,91566.0
303,1823.0,6.0,29.0,MIA,2020-02-29 22:18:00+00:00,594.0,2020-02-29,0 days 01:46:00,DL,2.0,2020-02-29 20:32:00+00:00,ATL,1.0,N368NW,7.0,19.0,1651.0,1811.0,2020.0,91451.0
304,1953.0,6.0,29.0,MIA,2020-02-29 23:43:00+00:00,594.0,2020-02-29,0 days 01:44:00,DL,2.0,2020-02-29 21:59:00+00:00,ATL,1.0,N361DN,7.0,10.0,1809.0,1936.0,2020.0,91387.0
305,2133.0,6.0,29.0,MIA,2020-03-01 01:25:00+00:00,594.0,2020-02-29,0 days 01:43:00,DL,2.0,2020-02-29 23:42:00+00:00,ATL,1.0,N364DX,9.0,13.0,1955.0,2116.0,2020.0,91315.0
306,2353.0,6.0,29.0,MIA,2020-03-01 03:48:00+00:00,594.0,2020-02-29,0 days 01:43:00,DL,2.0,2020-03-01 02:05:00+00:00,ATL,1.0,N3753,7.0,14.0,2219.0,2341.0,2020.0,91433.0
0,736.0,6.0,1.0,ATL,2020-02-01 11:40:00+00:00,594.0,2020-02-01,0 days 01:58:00,DL,2.0,2020-02-01 09:42:00+00:00,MIA,1.0,N371DN,9.0,19.0,601.0,731.0,2020.0,48312.0
1,855.0,6.0,1.0,ATL,2020-02-01 12:39:00+00:00,594.0,2020-02-01,0 days 01:53:00,DL,2.0,2020-02-01 10:46:00+00:00,MIA,1.0,N360DN,8.0,16.0,702.0,831.0,2020.0,48293.0
2,1000.0,6.0,1.0,ATL,2020-02-01 13:57:00+00:00,594.0,2020-02-01,0 days 01:55:00,DL,2.0,2020-02-01 12:02:00+00:00,MIA,1.0,N679DA,21.0,11.0,813.0,936.0,2020.0,48905.0
6,1531.0,6.0,1.0,ATL,2020-02-01 19:30:00+00:00,594.0,2020-02-01,0 days 01:44:00,DL,2.0,2020-02-01 17:46:00+00:00,MIA,1.0,N376NW,8.0,10.0,1356.0,1522.0,2020.0,48755.0
